Sample Date,Site,SARS-Cov-2 normalized viral signal,Avg SARS-Cov-2 normalized viral signal
16-Oct-22,Ashbridges Bay,216.318,153.989
16-Oct-22,Highland Creek,243.12,301.777
16-Oct-22,Humber,,213.662
17-Oct-22,Ashbridges Bay,211.471,175.789
17-Oct-22,Highland Creek,319.318,317.603
17-Oct-22,Humber,630.985,307.22
18-Oct-22,Ashbridges Bay,123.793,166.196
18-Oct-22,Highland Creek,,322.674
18-Oct-22,Humber,90.315,280.899
19-Oct-22,Ashbridges Bay,141.827,158.594
19-Oct-22,Highland Creek,146.211,275.291
19-Oct-22,Humber,7.768,226.273
20-Oct-22,Ashbridges Bay,270.522,192.786
20-Oct-22,Highland Creek,,275.291
20-Oct-22,Humber,171.74,221.777
21-Oct-22,Ashbridges Bay,,192.786
21-Oct-22,Highland Creek,,275.291
21-Oct-22,Humber,199.056,219.973
22-Oct-22,Ashbridges Bay,,192.786
22-Oct-22,Highland Creek,187.834,224.121
22-Oct-22,Humber,,219.973
23-Oct-22,Ashbridges Bay,196.855,188.894
23-Oct-22,Highland Creek,104.645,189.502
23-Oct-22,Humber,,219.973
24-Oct-22,Ashbridges Bay,125.296,171.659
24-Oct-22,Highland Creek,186.788,156.37
24-Oct-22,Humber,432.734,180.323
25-Oct-22,Ashbridges Bay,206.043,188.109
25-Oct-22,Highland Creek,277.113,180.518
25-Oct-22,Humber,215.107,205.281
26-Oct-22,Ashbridges Bay,127.796,185.302
26-Oct-22,Highland Creek,214.37,194.15
26-Oct-22,Humber,316.151,266.958
27-Oct-22,Ashbridges Bay,246.318,180.462
27-Oct-22,Highland Creek,,194.15
27-Oct-22,Humber,378.964,308.402
28-Oct-22,Ashbridges Bay,,180.462
28-Oct-22,Highland Creek,,194.15
28-Oct-22,Humber,62.941,281.179
29-Oct-22,Ashbridges Bay,,180.462
29-Oct-22,Highland Creek,364.735,229.53
29-Oct-22,Humber,,281.179
30-Oct-22,Ashbridges Bay,79.383,156.967
30-Oct-22,Highland Creek,339.936,276.589
30-Oct-22,Humber,,281.179
31-Oct-22,Ashbridges Bay,89.622,149.833
31-Oct-22,Highland Creek,,299.039
31-Oct-22,Humber,403.883,275.409
1-Nov-22,Ashbridges Bay,110.924,130.809
1-Nov-22,Highland Creek,213.957,283.25
1-Nov-22,Humber,151.779,262.744
2-Nov-22,Ashbridges Bay,195.861,144.422
2-Nov-22,Highland Creek,264.673,295.825
2-Nov-22,Humber,181.663,235.846
3-Nov-22,Ashbridges Bay,149.036,124.965
3-Nov-22,Highland Creek,,295.825
3-Nov-22,Humber,113.857,182.825
4-Nov-22,Ashbridges Bay,,124.965
4-Nov-22,Highland Creek,,295.825
4-Nov-22,Humber,440.711,258.379
5-Nov-22,Ashbridges Bay,,124.965
5-Nov-22,Highland Creek,283.553,275.53
5-Nov-22,Humber,,258.379
6-Nov-22,Ashbridges Bay,84.682,126.025
6-Nov-22,Highland Creek,105.195,216.845
6-Nov-22,Humber,,258.379
7-Nov-22,Ashbridges Bay,63.675,120.835
7-Nov-22,Highland Creek,81.564,189.788
7-Nov-22,Humber,177.527,213.108
8-Nov-22,Ashbridges Bay,76.043,113.859
8-Nov-22,Highland Creek,429.969,232.991
8-Nov-22,Humber,130.668,208.885
9-Nov-22,Ashbridges Bay,62.863,87.26
9-Nov-22,Highland Creek,229.985,226.053
9-Nov-22,Humber,144.072,201.367
10-Nov-22,Ashbridges Bay,42.003,65.853
10-Nov-22,Highland Creek,,226.053
10-Nov-22,Humber,201.025,218.801
11-Nov-22,Ashbridges Bay,,65.853
11-Nov-22,Highland Creek,,226.053
11-Nov-22,Humber,136.216,157.902
12-Nov-22,Ashbridges Bay,,65.853
12-Nov-22,Highland Creek,129.587,195.26
12-Nov-22,Humber,,157.902
13-Nov-22,Ashbridges Bay,44.37,57.791
13-Nov-22,Highland Creek,142.923,202.806
13-Nov-22,Humber,,157.902
14-Nov-22,Ashbridges Bay,57.572,56.57
14-Nov-22,Highland Creek,116.499,209.792
14-Nov-22,Humber,126.061,147.608
15-Nov-22,Ashbridges Bay,61.084,53.579
15-Nov-22,Highland Creek,100.949,143.989
15-Nov-22,Humber,402.639,202.003
16-Nov-22,Ashbridges Bay,42.919,49.59
16-Nov-22,Highland Creek,123.098,122.611
16-Nov-22,Humber,175.484,208.285
17-Nov-22,Ashbridges Bay,111.84,63.557
17-Nov-22,Highland Creek,,122.611
17-Nov-22,Humber,52.473,178.575
18-Nov-22,Ashbridges Bay,,63.557
18-Nov-22,Highland Creek,,122.611
18-Nov-22,Humber,24.142,156.16
19-Nov-22,Ashbridges Bay,,63.557
19-Nov-22,Highland Creek,204.128,137.519
19-Nov-22,Humber,,156.16
20-Nov-22,Ashbridges Bay,76.217,69.926
20-Nov-22,Highland Creek,106.209,130.177
20-Nov-22,Humber,,156.16
21-Nov-22,Ashbridges Bay,44.24,67.26
21-Nov-22,Highland Creek,66.769,120.231
21-Nov-22,Humber,259.612,182.87
22-Nov-22,Ashbridges Bay,52.036,65.45
22-Nov-22,Highland Creek,174.521,134.945
22-Nov-22,Humber,82.393,118.821
23-Nov-22,Ashbridges Bay,66.546,70.176
23-Nov-22,Highland Creek,351.333,180.592
23-Nov-22,Humber,259.763,135.677
24-Nov-22,Ashbridges Bay,137.892,75.386
24-Nov-22,Highland Creek,,180.592
24-Nov-22,Humber,87.176,142.617
25-Nov-22,Ashbridges Bay,,75.386
25-Nov-22,Highland Creek,,180.592
25-Nov-22,Humber,194.823,176.754
26-Nov-22,Ashbridges Bay,,75.386
26-Nov-22,Highland Creek,179.777,175.722
26-Nov-22,Humber,,176.754
27-Nov-22,Ashbridges Bay,58.782,71.899
27-Nov-22,Highland Creek,156.061,185.692
27-Nov-22,Humber,,176.754
28-Nov-22,Ashbridges Bay,105.99,84.249
28-Nov-22,Highland Creek,206.944,213.727
28-Nov-22,Humber,162.857,157.402
29-Nov-22,Ashbridges Bay,79.681,89.778
29-Nov-22,Highland Creek,189.765,216.776
29-Nov-22,Humber,176.625,176.249
30-Nov-22,Ashbridges Bay,128.708,102.211
30-Nov-22,Highland Creek,149.312,176.372
30-Nov-22,Humber,272.209,178.738
1-Dec-22,Ashbridges Bay,64.561,87.545
1-Dec-22,Highland Creek,,176.372
1-Dec-22,Humber,534.71,268.245
2-Dec-22,Ashbridges Bay,,87.545
2-Dec-22,Highland Creek,,176.372
2-Dec-22,Humber,298.981,289.076
3-Dec-22,Ashbridges Bay,,87.545
3-Dec-22,Highland Creek,267.544,193.925
3-Dec-22,Humber,,289.076
4-Dec-22,Ashbridges Bay,242.641,124.316
4-Dec-22,Highland Creek,131.798,189.073
4-Dec-22,Humber,,289.076
5-Dec-22,Ashbridges Bay,66.133,116.345
5-Dec-22,Highland Creek,243.433,196.37
5-Dec-22,Humber,159.453,288.396
6-Dec-22,Ashbridges Bay,110.719,122.553
6-Dec-22,Highland Creek,261.079,210.633
6-Dec-22,Humber,318.316,316.734
7-Dec-22,Ashbridges Bay,85.806,113.972
7-Dec-22,Highland Creek,142.103,209.192
7-Dec-22,Humber,995.203,461.333
8-Dec-22,Ashbridges Bay,65.233,114.106
8-Dec-22,Highland Creek,,209.192
8-Dec-22,Humber,238.096,402.01
9-Dec-22,Ashbridges Bay,,114.106
9-Dec-22,Highland Creek,,209.192
9-Dec-22,Humber,257.145,393.643
10-Dec-22,Ashbridges Bay,,114.106
10-Dec-22,Highland Creek,337.956,223.274
10-Dec-22,Humber,,393.643
11-Dec-22,Ashbridges Bay,167.827,99.144
11-Dec-22,Highland Creek,388.122,274.539
11-Dec-22,Humber,,393.643
12-Dec-22,Ashbridges Bay,80.384,101.994
12-Dec-22,Highland Creek,205.751,267.002
12-Dec-22,Humber,274.343,416.621
13-Dec-22,Ashbridges Bay,180.177,115.885
13-Dec-22,Highland Creek,,268.483
13-Dec-22,Humber,499.223,452.802
14-Dec-22,Ashbridges Bay,229.195,144.563
14-Dec-22,Highland Creek,,310.61
14-Dec-22,Humber,524.601,358.682
15-Dec-22,Ashbridges Bay,129.294,157.375
15-Dec-22,Highland Creek,324.497,314.081
15-Dec-22,Humber,1086.849,528.432
16-Dec-22,Ashbridges Bay,,157.375
16-Dec-22,Highland Creek,176.931,286.651
16-Dec-22,Humber,863.078,649.619
17-Dec-22,Ashbridges Bay,,157.375
17-Dec-22,Highland Creek,342.586,287.577
17-Dec-22,Humber,,649.619
18-Dec-22,Ashbridges Bay,155.526,154.915
18-Dec-22,Highland Creek,184.786,246.91
18-Dec-22,Humber,,649.619
19-Dec-22,Ashbridges Bay,108.738,160.586
19-Dec-22,Highland Creek,175.924,240.945
19-Dec-22,Humber,3515.619,1297.874
20-Dec-22,Ashbridges Bay,87.525,142.056
20-Dec-22,Highland Creek,473.824,279.758
20-Dec-22,Humber,2041.195,1606.268
21-Dec-22,Ashbridges Bay,415.392,179.295
21-Dec-22,Highland Creek,324.095,286.092
21-Dec-22,Humber,1072.667,1715.881
22-Dec-22,Ashbridges Bay,223.092,198.055
22-Dec-22,Highland Creek,,279.691
22-Dec-22,Humber,492.319,1596.976
23-Dec-22,Ashbridges Bay,,198.055
23-Dec-22,Highland Creek,,300.243
23-Dec-22,Humber,230.151,1470.39
24-Dec-22,Ashbridges Bay,,198.055
24-Dec-22,Highland Creek,219.05,275.536
24-Dec-22,Humber,,1470.39
25-Dec-22,Ashbridges Bay,758.924,318.734
25-Dec-22,Highland Creek,531.984,344.975
25-Dec-22,Humber,,1470.39
26-Dec-22,Ashbridges Bay,225.65,342.117
26-Dec-22,Highland Creek,332.594,376.31
26-Dec-22,Humber,636.998,894.666
27-Dec-22,Ashbridges Bay,170.313,358.674
27-Dec-22,Highland Creek,301.823,341.909
27-Dec-22,Humber,357.989,558.025
28-Dec-22,Ashbridges Bay,212.383,318.073
28-Dec-22,Highland Creek,270.61,331.212
28-Dec-22,Humber,238.682,391.228
29-Dec-22,Ashbridges Bay,125.277,298.51
29-Dec-22,Highland Creek,,331.212
29-Dec-22,Humber,348.449,362.454
30-Dec-22,Ashbridges Bay,,298.51
30-Dec-22,Highland Creek,,331.212
30-Dec-22,Humber,358.999,388.223
31-Dec-22,Ashbridges Bay,,298.51
31-Dec-22,Highland Creek,206.118,328.626
31-Dec-22,Humber,,388.223
1-Jan-23,Ashbridges Bay,100.837,166.892
1-Jan-23,Highland Creek,123.532,246.935
1-Jan-23,Humber,,388.223
2-Jan-23,Ashbridges Bay,90.764,139.915
2-Jan-23,Highland Creek,252.471,230.911
2-Jan-23,Humber,591.527,379.129
3-Jan-23,Ashbridges Bay,127.063,131.265
3-Jan-23,Highland Creek,165.27,203.6
3-Jan-23,Humber,449.366,397.405
4-Jan-23,Ashbridges Bay,107.875,110.363
4-Jan-23,Highland Creek,202.577,189.993
4-Jan-23,Humber,238.928,397.454
5-Jan-23,Ashbridges Bay,240.539,133.415
5-Jan-23,Highland Creek,,189.993
5-Jan-23,Humber,828.198,493.404
6-Jan-23,Ashbridges Bay,,133.415
6-Jan-23,Highland Creek,,189.993
6-Jan-23,Humber,920.081,605.62
7-Jan-23,Ashbridges Bay,,133.415
7-Jan-23,Highland Creek,469.572,242.684
7-Jan-23,Humber,,605.62
8-Jan-23,Ashbridges Bay,161.774,145.603
8-Jan-23,Highland Creek,294.553,276.889
8-Jan-23,Humber,,605.62
9-Jan-23,Ashbridges Bay,131.787,153.807
9-Jan-23,Highland Creek,239.469,274.288
9-Jan-23,Humber,258.219,538.959
10-Jan-23,Ashbridges Bay,183.609,165.117
10-Jan-23,Highland Creek,144.879,270.21
10-Jan-23,Humber,108.035,470.692
11-Jan-23,Ashbridges Bay,290.319,201.606
11-Jan-23,Highland Creek,494.719,328.639
11-Jan-23,Humber,50.504,433.007
12-Jan-23,Ashbridges Bay,91.46,171.79
12-Jan-23,Highland Creek,,328.639
12-Jan-23,Humber,62.035,279.775
13-Jan-23,Ashbridges Bay,,171.79
13-Jan-23,Highland Creek,,328.639
13-Jan-23,Humber,51.968,106.152
14-Jan-23,Ashbridges Bay,,171.79
14-Jan-23,Highland Creek,195.545,273.833
14-Jan-23,Humber,,106.152
15-Jan-23,Ashbridges Bay,96.611,158.757
15-Jan-23,Highland Creek,242.644,263.451
15-Jan-23,Humber,,106.152
16-Jan-23,Ashbridges Bay,62.064,144.813
16-Jan-23,Highland Creek,612.402,338.038
16-Jan-23,Humber,97.257,73.96
17-Jan-23,Ashbridges Bay,256.98,159.487
17-Jan-23,Highland Creek,138.665,336.795
17-Jan-23,Humber,137.546,79.862
18-Jan-23,Ashbridges Bay,54.038,112.23
18-Jan-23,Highland Creek,535.651,344.982
18-Jan-23,Humber,143.871,98.535
19-Jan-23,Ashbridges Bay,43.232,102.585
19-Jan-23,Highland Creek,,344.982
19-Jan-23,Humber,743.668,234.862
20-Jan-23,Ashbridges Bay,,102.585
20-Jan-23,Highland Creek,,344.982
20-Jan-23,Humber,208.517,266.172
21-Jan-23,Ashbridges Bay,,102.585
21-Jan-23,Highland Creek,130,331.873
21-Jan-23,Humber,,266.172
22-Jan-23,Ashbridges Bay,71.995,97.662
22-Jan-23,Highland Creek,166.555,316.655
22-Jan-23,Humber,,266.172
23-Jan-23,Ashbridges Bay,33.991,92.047
23-Jan-23,Highland Creek,329.943,260.163
23-Jan-23,Humber,281.859,303.092
24-Jan-23,Ashbridges Bay,49.121,50.475
24-Jan-23,Highland Creek,72.601,246.95
24-Jan-23,Humber,303.05,336.193
25-Jan-23,Ashbridges Bay,48.977,49.463
25-Jan-23,Highland Creek,145.44,168.908
25-Jan-23,Humber,289.768,365.372
26-Jan-23,Ashbridges Bay,88.979,58.613
26-Jan-23,Highland Creek,,168.908
26-Jan-23,Humber,688.24,354.287
27-Jan-23,Ashbridges Bay,,58.613
27-Jan-23,Highland Creek,,168.908
27-Jan-23,Humber,341.782,380.94
28-Jan-23,Ashbridges Bay,,58.613
28-Jan-23,Highland Creek,354.407,213.789
28-Jan-23,Humber,,380.94
29-Jan-23,Ashbridges Bay,87.263,61.666
29-Jan-23,Highland Creek,161.874,212.853
29-Jan-23,Humber,,380.94
30-Jan-23,Ashbridges Bay,185.593,91.987
30-Jan-23,Highland Creek,185.009,183.866
30-Jan-23,Humber,89.572,342.482
31-Jan-23,Ashbridges Bay,45.969,91.356
31-Jan-23,Highland Creek,199.764,209.299
31-Jan-23,Humber,143.936,310.66
1-Feb-23,Ashbridges Bay,93.687,100.298
1-Feb-23,Highland Creek,136.359,207.483
1-Feb-23,Humber,135.35,279.776
2-Feb-23,Ashbridges Bay,44.562,91.415
2-Feb-23,Highland Creek,,207.483
2-Feb-23,Humber,1078.116,357.751
3-Feb-23,Ashbridges Bay,,91.415
3-Feb-23,Highland Creek,,207.483
3-Feb-23,Humber,451.912,379.777
4-Feb-23,Ashbridges Bay,,91.415
4-Feb-23,Highland Creek,91.976,154.996
4-Feb-23,Humber,,379.777
5-Feb-23,Ashbridges Bay,42.963,82.555
5-Feb-23,Highland Creek,247.575,172.136
5-Feb-23,Humber,,379.777
6-Feb-23,Ashbridges Bay,95.119,64.46
6-Feb-23,Highland Creek,206.44,176.423
6-Feb-23,Humber,277.649,417.392
7-Feb-23,Ashbridges Bay,64.515,68.169
7-Feb-23,Highland Creek,127.329,161.936
7-Feb-23,Humber,118.221,412.25
8-Feb-23,Ashbridges Bay,42.914,58.015
8-Feb-23,Highland Creek,127.249,160.114
8-Feb-23,Humber,147.858,414.751
9-Feb-23,Ashbridges Bay,59.877,61.077
9-Feb-23,Highland Creek,,160.114
9-Feb-23,Humber,203.458,239.82
10-Feb-23,Ashbridges Bay,,61.077
10-Feb-23,Highland Creek,,160.114
10-Feb-23,Humber,154.038,180.245
11-Feb-23,Ashbridges Bay,,61.077
11-Feb-23,Highland Creek,74.672,156.653
11-Feb-23,Humber,,180.245
12-Feb-23,Ashbridges Bay,53.294,63.144
12-Feb-23,Highland Creek,73.999,121.938
12-Feb-23,Humber,,180.245
13-Feb-23,Ashbridges Bay,59.706,56.061
13-Feb-23,Highland Creek,72.976,95.245
13-Feb-23,Humber,321.367,188.989
14-Feb-23,Ashbridges Bay,43.286,51.815
14-Feb-23,Highland Creek,61.731,82.125
14-Feb-23,Humber,56.601,176.664
15-Feb-23,Ashbridges Bay,31.065,49.445
15-Feb-23,Highland Creek,207.691,98.214
15-Feb-23,Humber,34.266,153.946
16-Feb-23,Ashbridges Bay,65.346,50.539
16-Feb-23,Highland Creek,,98.214
16-Feb-23,Humber,346.172,182.489
17-Feb-23,Ashbridges Bay,,50.539
17-Feb-23,Highland Creek,,98.214
17-Feb-23,Humber,252.871,202.256
18-Feb-23,Ashbridges Bay,,50.539
18-Feb-23,Highland Creek,,104.099
18-Feb-23,Humber,,202.256
19-Feb-23,Ashbridges Bay,,49.851
19-Feb-23,Highland Creek,242.442,146.21
19-Feb-23,Humber,,202.256
20-Feb-23,Ashbridges Bay,42.486,45.546
20-Feb-23,Highland Creek,54.882,141.687
20-Feb-23,Humber,57.565,149.495
21-Feb-23,Ashbridges Bay,214.739,88.409
21-Feb-23,Highland Creek,82.036,146.763
21-Feb-23,Humber,78.087,153.792
22-Feb-23,Ashbridges Bay,53.035,93.902
22-Feb-23,Highland Creek,134.562,128.481
22-Feb-23,Humber,132.152,173.37
23-Feb-23,Ashbridges Bay,31.112,85.343
23-Feb-23,Highland Creek,,128.481
23-Feb-23,Humber,659.238,235.983
24-Feb-23,Ashbridges Bay,,85.343
24-Feb-23,Highland Creek,,128.481
24-Feb-23,Humber,175.466,220.502
25-Feb-23,Ashbridges Bay,,85.343
25-Feb-23,Highland Creek,797.584,262.301
25-Feb-23,Humber,,220.502
26-Feb-23,Ashbridges Bay,46.986,77.672
26-Feb-23,Highland Creek,76.112,229.035
26-Feb-23,Humber,,220.502
27-Feb-23,Ashbridges Bay,34.57,76.088
27-Feb-23,Highland Creek,88.382,235.735
27-Feb-23,Humber,131.951,235.379
28-Feb-23,Ashbridges Bay,52.079,43.557
28-Feb-23,Highland Creek,63.859,232.1
28-Feb-23,Humber,130.459,245.853
1-Mar-23,Ashbridges Bay,41.658,41.281
1-Mar-23,Highland Creek,114.608,228.109
1-Mar-23,Humber,374.289,294.281
2-Mar-23,Ashbridges Bay,34.154,41.889
2-Mar-23,Highland Creek,,228.109
2-Mar-23,Humber,184.874,199.408
3-Mar-23,Ashbridges Bay,,41.889
3-Mar-23,Highland Creek,,228.109
3-Mar-23,Humber,255.749,215.464
4-Mar-23,Ashbridges Bay,,41.889
4-Mar-23,Highland Creek,54.588,79.51
4-Mar-23,Humber,,215.464
5-Mar-23,Ashbridges Bay,38.842,40.261
5-Mar-23,Highland Creek,20.026,68.293
5-Mar-23,Humber,,215.464
6-Mar-23,Ashbridges Bay,53.716,44.09
6-Mar-23,Highland Creek,73.041,65.224
6-Mar-23,Humber,157.889,220.652
7-Mar-23,Ashbridges Bay,29.095,39.493
7-Mar-23,Highland Creek,92.966,71.046
7-Mar-23,Humber,145.52,223.664
8-Mar-23,Ashbridges Bay,23.776,35.917
8-Mar-23,Highland Creek,81.905,64.505
8-Mar-23,Humber,142.551,177.317
9-Mar-23,Ashbridges Bay,31.538,35.393
9-Mar-23,Highland Creek,,64.505
9-Mar-23,Humber,120.283,164.398
10-Mar-23,Ashbridges Bay,,35.393
10-Mar-23,Highland Creek,,64.505
10-Mar-23,Humber,200.62,153.373
11-Mar-23,Ashbridges Bay,,35.393
11-Mar-23,Highland Creek,82.994,70.186
11-Mar-23,Humber,,153.373
12-Mar-23,Ashbridges Bay,55.59,38.743
12-Mar-23,Highland Creek,99.018,85.985
12-Mar-23,Humber,,153.373
13-Mar-23,Ashbridges Bay,38.929,35.785
13-Mar-23,Highland Creek,22.331,75.843
13-Mar-23,Humber,152.877,152.37
14-Mar-23,Ashbridges Bay,41.7,38.306
14-Mar-23,Highland Creek,118.748,80.999
14-Mar-23,Humber,245.986,172.463
15-Mar-23,Ashbridges Bay,21.582,37.868
15-Mar-23,Highland Creek,66.343,77.887
15-Mar-23,Humber,330.169,209.987
16-Mar-23,Ashbridges Bay,57.583,43.077
16-Mar-23,Highland Creek,,77.887
16-Mar-23,Humber,322.993,250.529
17-Mar-23,Ashbridges Bay,,43.077
17-Mar-23,Highland Creek,,77.887
17-Mar-23,Humber,395.671,289.539
18-Mar-23,Ashbridges Bay,,43.077
18-Mar-23,Highland Creek,129.896,87.267
18-Mar-23,Humber,,289.539
19-Mar-23,Ashbridges Bay,29.784,37.916
19-Mar-23,Highland Creek,45.053,76.474
19-Mar-23,Humber,,289.539
20-Mar-23,Ashbridges Bay,26.875,35.505
20-Mar-23,Highland Creek,251.457,122.299
20-Mar-23,Humber,505.835,360.131
21-Mar-23,Ashbridges Bay,39.069,34.979
21-Mar-23,Highland Creek,27.734,104.096
21-Mar-23,Humber,1121.093,535.152
22-Mar-23,Ashbridges Bay,49.529,40.568
22-Mar-23,Highland Creek,120.84,114.996
22-Mar-23,Humber,498.62,568.843
23-Mar-23,Ashbridges Bay,82.937,45.639
23-Mar-23,Highland Creek,,114.996
23-Mar-23,Humber,108.228,525.89
24-Mar-23,Ashbridges Bay,,45.639
24-Mar-23,Highland Creek,,114.996
24-Mar-23,Humber,289.554,504.666
25-Mar-23,Ashbridges Bay,,45.639
25-Mar-23,Highland Creek,81.379,105.293
25-Mar-23,Humber,,504.666
26-Mar-23,Ashbridges Bay,108.083,61.299
26-Mar-23,Highland Creek,39.251,104.132
26-Mar-23,Humber,,504.666
27-Mar-23,Ashbridges Bay,32.545,62.433
27-Mar-23,Highland Creek,227.199,99.281
27-Mar-23,Humber,664.082,536.315
28-Mar-23,Ashbridges Bay,31.382,60.895
28-Mar-23,Highland Creek,161.849,126.104
28-Mar-23,Humber,275.247,367.146
29-Mar-23,Ashbridges Bay,29.511,56.892
29-Mar-23,Highland Creek,133.998,128.735
29-Mar-23,Humber,229.611,313.344
30-Mar-23,Ashbridges Bay,37.745,47.853
30-Mar-23,Highland Creek,,128.735
30-Mar-23,Humber,616.755,415.05
31-Mar-23,Ashbridges Bay,,47.853
31-Mar-23,Highland Creek,,128.735
31-Mar-23,Humber,401.718,437.483
1-Apr-23,Ashbridges Bay,,47.853
1-Apr-23,Highland Creek,110.154,134.49
1-Apr-23,Humber,,437.483
2-Apr-23,Ashbridges Bay,21.821,30.601
2-Apr-23,Highland Creek,91.705,144.981
2-Apr-23,Humber,,437.483
3-Apr-23,Ashbridges Bay,37.091,31.51
3-Apr-23,Highland Creek,184.592,136.46
3-Apr-23,Humber,121.5,328.966
4-Apr-23,Ashbridges Bay,38.958,33.025
4-Apr-23,Highland Creek,143.232,132.736
4-Apr-23,Humber,495.548,373.027
5-Apr-23,Ashbridges Bay,51.755,37.474
5-Apr-23,Highland Creek,,132.421
5-Apr-23,Humber,326.445,392.393
6-Apr-23,Ashbridges Bay,,37.406
6-Apr-23,Highland Creek,,132.421
6-Apr-23,Humber,1206.04,510.25
7-Apr-23,Ashbridges Bay,,37.406
7-Apr-23,Highland Creek,,132.421
7-Apr-23,Humber,540.69,538.045
8-Apr-23,Ashbridges Bay,,37.406
8-Apr-23,Highland Creek,165.831,146.34
8-Apr-23,Humber,,538.045
9-Apr-23,Ashbridges Bay,98.903,56.677
9-Apr-23,Highland Creek,100.271,148.481
9-Apr-23,Humber,,538.045
10-Apr-23,Ashbridges Bay,31.184,55.2
10-Apr-23,Highland Creek,59.696,117.257
10-Apr-23,Humber,289.135,571.572
11-Apr-23,Ashbridges Bay,43.535,56.344
11-Apr-23,Highland Creek,100.802,106.65
11-Apr-23,Humber,823.565,637.175
12-Apr-23,Ashbridges Bay,54.933,57.138
12-Apr-23,Highland Creek,79.849,101.29
12-Apr-23,Humber,631.571,698.2
13-Apr-23,Ashbridges Bay,38.72,53.455
13-Apr-23,Highland Creek,,101.29
13-Apr-23,Humber,533.872,563.766
14-Apr-23,Ashbridges Bay,,53.455
14-Apr-23,Highland Creek,,101.29
14-Apr-23,Humber,754.81,606.591
15-Apr-23,Ashbridges Bay,,53.455
15-Apr-23,Highland Creek,154.276,98.979
15-Apr-23,Humber,,606.591
16-Apr-23,Ashbridges Bay,20.923,37.859
16-Apr-23,Highland Creek,260.746,131.074
16-Apr-23,Humber,,606.591
17-Apr-23,Ashbridges Bay,21.083,35.839
17-Apr-23,Highland Creek,203.588,159.852
17-Apr-23,Humber,610.755,670.915
18-Apr-23,Ashbridges Bay,41.721,35.476
18-Apr-23,Highland Creek,66.711,153.034
18-Apr-23,Humber,53.744,516.95
19-Apr-23,Ashbridges Bay,31.279,30.745
19-Apr-23,Highland Creek,96.571,156.378
19-Apr-23,Humber,633.892,517.415
20-Apr-23,Ashbridges Bay,46.278,32.257
20-Apr-23,Highland Creek,,156.378
20-Apr-23,Humber,135.23,437.686
21-Apr-23,Ashbridges Bay,,32.257
21-Apr-23,Highland Creek,,156.378
21-Apr-23,Humber,112.608,309.246
22-Apr-23,Ashbridges Bay,,32.257
22-Apr-23,Highland Creek,66.998,138.923
22-Apr-23,Humber,,309.246
23-Apr-23,Ashbridges Bay,23.134,32.699
23-Apr-23,Highland Creek,134.805,113.735
23-Apr-23,Humber,,309.246
24-Apr-23,Ashbridges Bay,16.213,31.725
24-Apr-23,Highland Creek,191.51,111.319
24-Apr-23,Humber,435.701,274.235
25-Apr-23,Ashbridges Bay,16.271,26.635
25-Apr-23,Highland Creek,68.425,111.662
25-Apr-23,Humber,699.518,403.39
26-Apr-23,Ashbridges Bay,16.209,23.621
26-Apr-23,Highland Creek,53.996,103.147
26-Apr-23,Humber,878.905,452.393
27-Apr-23,Ashbridges Bay,32.11,20.788
27-Apr-23,Highland Creek,,103.147
27-Apr-23,Humber,132.066,451.76
28-Apr-23,Ashbridges Bay,,20.788
28-Apr-23,Highland Creek,,103.147
28-Apr-23,Humber,258.836,481.005
29-Apr-23,Ashbridges Bay,,20.788
29-Apr-23,Highland Creek,117.806,113.308
29-Apr-23,Humber,,481.005
30-Apr-23,Ashbridges Bay,13.51,18.863
30-Apr-23,Highland Creek,,107.934
30-Apr-23,Humber,,481.005
1-May-23,Ashbridges Bay,11.011,17.822
1-May-23,Highland Creek,75.044,78.818
1-May-23,Humber,669.047,527.674
2-May-23,Ashbridges Bay,17.174,18.003
2-May-23,Highland Creek,,82.282
2-May-23,Humber,459.283,479.627
3-May-23,Ashbridges Bay,64.72,27.705
3-May-23,Highland Creek,69.033,87.294
3-May-23,Humber,225.401,348.926
4-May-23,Ashbridges Bay,15.79,24.441
4-May-23,Highland Creek,,87.294
4-May-23,Humber,522.697,427.053
5-May-23,Ashbridges Bay,,24.441
5-May-23,Highland Creek,208.367,117.563
5-May-23,Humber,731.73,521.632
6-May-23,Ashbridges Bay,116.84,39.841
6-May-23,Highland Creek,,117.482
6-May-23,Humber,,521.632
7-May-23,Ashbridges Bay,,45.107
7-May-23,Highland Creek,,117.482
7-May-23,Humber,,521.632
8-May-23,Ashbridges Bay,14.08,45.721
8-May-23,Highland Creek,44.074,107.158
8-May-23,Humber,178.959,423.614
9-May-23,Ashbridges Bay,24.137,47.113
9-May-23,Highland Creek,,107.158
9-May-23,Humber,302.531,392.264
10-May-23,Ashbridges Bay,18.527,37.875
10-May-23,Highland Creek,116.162,122.868
10-May-23,Humber,232.58,393.699
11-May-23,Ashbridges Bay,20.941,38.905
11-May-23,Highland Creek,,122.868
11-May-23,Humber,182.176,325.595
12-May-23,Ashbridges Bay,,38.905
12-May-23,Highland Creek,,80.118
12-May-23,Humber,191.083,217.466
13-May-23,Ashbridges Bay,,19.421
13-May-23,Highland Creek,40.401,66.879
13-May-23,Humber,,217.466
14-May-23,Ashbridges Bay,17.697,19.076
14-May-23,Highland Creek,,66.879
14-May-23,Humber,,217.466
15-May-23,Ashbridges Bay,13.648,18.99
