Sample Date,Site,SARS-Cov-2 normalized viral signal,Avg SARS-Cov-2 normalized viral signal
10-Aug-21,Highland Creek,2.442,3.224
10-Aug-21,Humber,27.793,14.317
11-Aug-21,Ashbridges Bay,1.918,2.593
11-Aug-21,Highland Creek,2.007,2.081
11-Aug-21,Humber,43.592,21.626
12-Aug-21,Ashbridges Bay,3.374,2.497
12-Aug-21,Highland Creek,,2.081
12-Aug-21,Humber,8.003,19.539
13-Aug-21,Ashbridges Bay,,2.497
13-Aug-21,Highland Creek,,2.081
13-Aug-21,Humber,7.558,19.269
14-Aug-21,Ashbridges Bay,,2.497
14-Aug-21,Highland Creek,4.231,2.604
14-Aug-21,Humber,,19.269
15-Aug-21,Ashbridges Bay,2.391,2.174
15-Aug-21,Highland Creek,22.339,7.755
15-Aug-21,Humber,,19.269
16-Aug-21,Ashbridges Bay,10.645,4.012
16-Aug-21,Highland Creek,13.887,8.981
16-Aug-21,Humber,10.105,19.41
17-Aug-21,Ashbridges Bay,4.627,4.591
17-Aug-21,Highland Creek,12.569,11.007
17-Aug-21,Humber,24.147,18.681
18-Aug-21,Ashbridges Bay,3.584,4.924
18-Aug-21,Highland Creek,10.986,12.802
18-Aug-21,Humber,33.169,16.596
19-Aug-21,Ashbridges Bay,7.808,5.811
19-Aug-21,Highland Creek,,12.802
19-Aug-21,Humber,17.942,18.584
20-Aug-21,Ashbridges Bay,,5.811
20-Aug-21,Highland Creek,,12.802
20-Aug-21,Humber,30.432,23.159
21-Aug-21,Ashbridges Bay,,5.811
21-Aug-21,Highland Creek,14.293,14.815
21-Aug-21,Humber,,23.159
22-Aug-21,Ashbridges Bay,6.481,6.629
22-Aug-21,Highland Creek,3.802,11.107
22-Aug-21,Humber,,23.159
23-Aug-21,Ashbridges Bay,4.254,5.351
23-Aug-21,Highland Creek,5.373,9.405
23-Aug-21,Humber,29.913,27.121
24-Aug-21,Ashbridges Bay,6.331,5.692
24-Aug-21,Highland Creek,,8.614
24-Aug-21,Humber,26.762,27.643
25-Aug-21,Ashbridges Bay,,6.219
25-Aug-21,Highland Creek,6.448,7.479
25-Aug-21,Humber,38.072,28.624
26-Aug-21,Ashbridges Bay,10.799,6.966
26-Aug-21,Highland Creek,,7.479
26-Aug-21,Humber,95.81,44.198
27-Aug-21,Ashbridges Bay,,6.966
27-Aug-21,Highland Creek,,7.479
27-Aug-21,Humber,12.331,40.578
28-Aug-21,Ashbridges Bay,,6.966
28-Aug-21,Highland Creek,19.908,8.883
28-Aug-21,Humber,,40.578
29-Aug-21,Ashbridges Bay,7.27,7.164
29-Aug-21,Highland Creek,,10.577
29-Aug-21,Humber,,40.578
30-Aug-21,Ashbridges Bay,,8.133
30-Aug-21,Highland Creek,9.407,11.921
30-Aug-21,Humber,96.02,53.799
31-Aug-21,Ashbridges Bay,4.822,7.63
31-Aug-21,Highland Creek,,11.921
31-Aug-21,Humber,53.468,59.14
1-Sep-21,Ashbridges Bay,,7.63
1-Sep-21,Highland Creek,14.815,14.71
1-Sep-21,Humber,61.898,63.906
2-Sep-21,Ashbridges Bay,6.225,6.106
2-Sep-21,Highland Creek,,14.71
2-Sep-21,Humber,25.709,49.885
3-Sep-21,Ashbridges Bay,,6.106
3-Sep-21,Highland Creek,,14.71
3-Sep-21,Humber,136.147,74.649
4-Sep-21,Ashbridges Bay,,6.106
4-Sep-21,Highland Creek,,12.111
4-Sep-21,Humber,,74.649
5-Sep-21,Ashbridges Bay,,5.523
5-Sep-21,Highland Creek,4.283,9.502
5-Sep-21,Humber,,74.649
6-Sep-21,Ashbridges Bay,3.891,4.979
6-Sep-21,Highland Creek,5.117,8.072
6-Sep-21,Humber,45.025,64.45
7-Sep-21,Ashbridges Bay,6.325,5.48
7-Sep-21,Highland Creek,,8.072
7-Sep-21,Humber,24.645,58.685
8-Sep-21,Ashbridges Bay,,5.48
8-Sep-21,Highland Creek,6.728,5.376
8-Sep-21,Humber,23.938,51.093
9-Sep-21,Ashbridges Bay,2.247,4.154
9-Sep-21,Highland Creek,,5.376
9-Sep-21,Humber,57.547,57.46
10-Sep-21,Ashbridges Bay,,4.154
10-Sep-21,Highland Creek,,5.376
10-Sep-21,Humber,36.787,37.588
11-Sep-21,Ashbridges Bay,,4.154
11-Sep-21,Highland Creek,6.858,5.746
11-Sep-21,Humber,,37.588
12-Sep-21,Ashbridges Bay,5.006,4.367
12-Sep-21,Highland Creek,,6.234
12-Sep-21,Humber,,37.588
13-Sep-21,Ashbridges Bay,,4.526
13-Sep-21,Highland Creek,3.587,5.724
13-Sep-21,Humber,7.67,30.117
14-Sep-21,Ashbridges Bay,4.542,3.932
14-Sep-21,Highland Creek,,5.724
14-Sep-21,Humber,63.302,37.849
15-Sep-21,Ashbridges Bay,,3.932
15-Sep-21,Highland Creek,13.926,8.124
15-Sep-21,Humber,57.447,44.551
16-Sep-21,Ashbridges Bay,6.846,5.465
16-Sep-21,Highland Creek,,8.124
16-Sep-21,Humber,0.519,33.145
17-Sep-21,Ashbridges Bay,,5.465
17-Sep-21,Highland Creek,,8.124
17-Sep-21,Humber,24.805,30.749
18-Sep-21,Ashbridges Bay,,5.465
18-Sep-21,Highland Creek,9.636,9.05
18-Sep-21,Humber,,30.749
19-Sep-21,Ashbridges Bay,6.448,5.945
19-Sep-21,Highland Creek,,9.05
19-Sep-21,Humber,,30.749
20-Sep-21,Ashbridges Bay,,5.945
20-Sep-21,Highland Creek,9.231,10.931
20-Sep-21,Humber,29.291,35.073
21-Sep-21,Ashbridges Bay,14.073,9.122
21-Sep-21,Highland Creek,,10.931
21-Sep-21,Humber,47.521,31.916
22-Sep-21,Ashbridges Bay,,9.122
22-Sep-21,Highland Creek,6.175,8.347
22-Sep-21,Humber,28.013,26.029
23-Sep-21,Ashbridges Bay,8.979,9.833
23-Sep-21,Highland Creek,,8.347
23-Sep-21,Humber,51.738,36.273
24-Sep-21,Ashbridges Bay,,9.833
24-Sep-21,Highland Creek,,8.347
24-Sep-21,Humber,57.344,42.781
25-Sep-21,Ashbridges Bay,,9.833
25-Sep-21,Highland Creek,11.55,8.985
25-Sep-21,Humber,,42.781
26-Sep-21,Ashbridges Bay,8.623,10.558
26-Sep-21,Highland Creek,,8.985
26-Sep-21,Humber,,42.781
27-Sep-21,Ashbridges Bay,,10.558
27-Sep-21,Highland Creek,3.197,6.974
27-Sep-21,Humber,33.836,43.69
28-Sep-21,Ashbridges Bay,6.405,8.002
28-Sep-21,Highland Creek,,6.974
28-Sep-21,Humber,158.967,65.979
29-Sep-21,Ashbridges Bay,,8.002
29-Sep-21,Highland Creek,8.919,7.889
29-Sep-21,Humber,338.546,128.086
30-Sep-21,Ashbridges Bay,2.967,5.998
30-Sep-21,Highland Creek,,7.889
30-Sep-21,Humber,7.564,119.251
1-Oct-21,Ashbridges Bay,,5.998
1-Oct-21,Highland Creek,,7.889
1-Oct-21,Humber,25.352,112.853
2-Oct-21,Ashbridges Bay,,5.998
2-Oct-21,Highland Creek,6.089,6.068
2-Oct-21,Humber,,112.853
3-Oct-21,Ashbridges Bay,14.414,7.929
3-Oct-21,Highland Creek,,6.068
3-Oct-21,Humber,,112.853
4-Oct-21,Ashbridges Bay,,7.929
4-Oct-21,Highland Creek,4.085,6.364
4-Oct-21,Humber,17.879,109.662
5-Oct-21,Ashbridges Bay,9.646,9.009
5-Oct-21,Highland Creek,,6.364
5-Oct-21,Humber,32.001,84.268
6-Oct-21,Ashbridges Bay,,9.009
6-Oct-21,Highland Creek,9.313,6.496
6-Oct-21,Humber,20.448,20.649
7-Oct-21,Ashbridges Bay,5.124,9.728
7-Oct-21,Highland Creek,,6.496
7-Oct-21,Humber,13.396,21.815
8-Oct-21,Ashbridges Bay,,9.728
8-Oct-21,Highland Creek,,6.496
8-Oct-21,Humber,5.639,17.872
9-Oct-21,Ashbridges Bay,,9.728
9-Oct-21,Highland Creek,,6.699
9-Oct-21,Humber,,17.872
10-Oct-21,Ashbridges Bay,,7.385
10-Oct-21,Highland Creek,3.891,5.763
10-Oct-21,Humber,,17.872
11-Oct-21,Ashbridges Bay,,7.385
11-Oct-21,Highland Creek,,6.602
11-Oct-21,Humber,12.467,16.79
12-Oct-21,Ashbridges Bay,4.334,4.729
12-Oct-21,Highland Creek,,6.602
12-Oct-21,Humber,58.101,22.01
13-Oct-21,Ashbridges Bay,,4.729
13-Oct-21,Highland Creek,4.066,3.978
13-Oct-21,Humber,97.032,37.327
14-Oct-21,Ashbridges Bay,3.449,3.892
14-Oct-21,Highland Creek,,3.978
14-Oct-21,Humber,19.208,38.489
15-Oct-21,Ashbridges Bay,,3.892
15-Oct-21,Highland Creek,,3.978
15-Oct-21,Humber,53.541,48.07
16-Oct-21,Ashbridges Bay,,3.892
16-Oct-21,Highland Creek,,3.978
16-Oct-21,Humber,,48.07
17-Oct-21,Ashbridges Bay,5.744,4.509
17-Oct-21,Highland Creek,3.109,3.587
17-Oct-21,Humber,,48.07
18-Oct-21,Ashbridges Bay,,4.509
18-Oct-21,Highland Creek,2.369,3.181
18-Oct-21,Humber,83.711,62.319
19-Oct-21,Ashbridges Bay,3.619,4.271
19-Oct-21,Highland Creek,,3.181
19-Oct-21,Humber,44.279,59.554
20-Oct-21,Ashbridges Bay,,4.271
20-Oct-21,Highland Creek,4.993,3.49
20-Oct-21,Humber,26.267,45.401
21-Oct-21,Ashbridges Bay,2.587,3.984
21-Oct-21,Highland Creek,,3.49
21-Oct-21,Humber,,51.95
22-Oct-21,Ashbridges Bay,,3.984
22-Oct-21,Highland Creek,,3.49
22-Oct-21,Humber,0.695,38.738
23-Oct-21,Ashbridges Bay,,3.984
23-Oct-21,Highland Creek,,3.49
23-Oct-21,Humber,,38.738
24-Oct-21,Ashbridges Bay,3.837,3.348
24-Oct-21,Highland Creek,3.879,3.747
24-Oct-21,Humber,,38.738
25-Oct-21,Ashbridges Bay,,3.348
25-Oct-21,Highland Creek,9.36,6.077
25-Oct-21,Humber,150.148,55.347
26-Oct-21,Ashbridges Bay,3.52,3.315
26-Oct-21,Highland Creek,,6.077
26-Oct-21,Humber,27.991,51.275
27-Oct-21,Ashbridges Bay,,3.315
27-Oct-21,Highland Creek,11.253,8.164
27-Oct-21,Humber,106.013,71.212
28-Oct-21,Ashbridges Bay,11.993,6.45
28-Oct-21,Highland Creek,,8.164
28-Oct-21,Humber,26.776,62.325
29-Oct-21,Ashbridges Bay,,6.45
29-Oct-21,Highland Creek,,8.164
29-Oct-21,Humber,21.782,66.542
30-Oct-21,Ashbridges Bay,,6.45
30-Oct-21,Highland Creek,11.753,9.061
30-Oct-21,Humber,,66.542
31-Oct-21,Ashbridges Bay,5.295,6.936
31-Oct-21,Highland Creek,10.991,10.839
31-Oct-21,Humber,,66.542
1-Nov-21,Ashbridges Bay,,6.936
1-Nov-21,Highland Creek,,11.332
1-Nov-21,Humber,29.973,42.507
2-Nov-21,Ashbridges Bay,1.452,6.247
2-Nov-21,Highland Creek,,11.332
2-Nov-21,Humber,162.668,69.442
3-Nov-21,Ashbridges Bay,,6.247
3-Nov-21,Highland Creek,9.025,10.59
3-Nov-21,Humber,10.478,50.335
4-Nov-21,Ashbridges Bay,5.345,4.031
4-Nov-21,Highland Creek,,10.59
4-Nov-21,Humber,209.421,86.864
5-Nov-21,Ashbridges Bay,,4.031
5-Nov-21,Highland Creek,,10.59
5-Nov-21,Humber,9.563,84.421
6-Nov-21,Ashbridges Bay,,4.031
6-Nov-21,Highland Creek,4.507,8.174
6-Nov-21,Humber,,84.421
7-Nov-21,Ashbridges Bay,3.317,3.371
7-Nov-21,Highland Creek,,6.766
7-Nov-21,Humber,,84.421
8-Nov-21,Ashbridges Bay,,3.371
8-Nov-21,Highland Creek,4.814,6.115
8-Nov-21,Humber,74.231,93.272
9-Nov-21,Ashbridges Bay,3.316,3.993
9-Nov-21,Highland Creek,,6.115
9-Nov-21,Humber,631.663,187.071
10-Nov-21,Ashbridges Bay,,3.993
10-Nov-21,Highland Creek,1.426,3.582
10-Nov-21,Humber,532.604,291.496
11-Nov-21,Ashbridges Bay,2.338,2.99
11-Nov-21,Highland Creek,,3.582
11-Nov-21,Humber,13.732,252.359
12-Nov-21,Ashbridges Bay,,2.99
12-Nov-21,Highland Creek,,3.582
12-Nov-21,Humber,7.266,251.899
13-Nov-21,Ashbridges Bay,,2.99
13-Nov-21,Highland Creek,19.149,8.463
13-Nov-21,Humber,,251.899
14-Nov-21,Ashbridges Bay,2.74,2.798
14-Nov-21,Highland Creek,18.451,10.96
14-Nov-21,Humber,,251.899
15-Nov-21,Ashbridges Bay,,2.798
15-Nov-21,Highland Creek,17.838,14.216
15-Nov-21,Humber,9.365,238.926
16-Nov-21,Ashbridges Bay,4.307,3.129
16-Nov-21,Highland Creek,,14.216
16-Nov-21,Humber,27.538,118.101
17-Nov-21,Ashbridges Bay,,3.129
17-Nov-21,Highland Creek,10.09,16.382
17-Nov-21,Humber,10.198,13.62
18-Nov-21,Ashbridges Bay,12.631,6.559
18-Nov-21,Highland Creek,,16.382
18-Nov-21,Humber,21.169,15.107
19-Nov-21,Ashbridges Bay,,6.559
19-Nov-21,Highland Creek,,16.382
19-Nov-21,Humber,15.743,16.803
20-Nov-21,Ashbridges Bay,,6.559
20-Nov-21,Highland Creek,5.107,12.872
20-Nov-21,Humber,,16.803
21-Nov-21,Ashbridges Bay,5.37,7.436
21-Nov-21,Highland Creek,3.348,9.096
21-Nov-21,Humber,,16.803
22-Nov-21,Ashbridges Bay,,7.436
22-Nov-21,Highland Creek,,6.182
22-Nov-21,Humber,16.414,18.212
23-Nov-21,Ashbridges Bay,3.745,7.249
23-Nov-21,Highland Creek,,6.182
23-Nov-21,Humber,47.943,22.293
24-Nov-21,Ashbridges Bay,5.938,6.921
24-Nov-21,Highland Creek,3.746,4.067
24-Nov-21,Humber,15.393,23.333
25-Nov-21,Ashbridges Bay,37.654,13.177
25-Nov-21,Highland Creek,,4.067
25-Nov-21,Humber,10.53,21.205
26-Nov-21,Ashbridges Bay,,13.177
26-Nov-21,Highland Creek,,4.067
26-Nov-21,Humber,21.405,22.337
27-Nov-21,Ashbridges Bay,,13.177
27-Nov-21,Highland Creek,23.26,10.118
27-Nov-21,Humber,,22.337
28-Nov-21,Ashbridges Bay,4.138,12.869
28-Nov-21,Highland Creek,10.335,12.447
28-Nov-21,Humber,,22.337
29-Nov-21,Ashbridges Bay,,12.869
29-Nov-21,Highland Creek,,12.447
29-Nov-21,Humber,85.345,36.123
30-Nov-21,Ashbridges Bay,3.95,12.92
30-Nov-21,Highland Creek,,12.447
30-Nov-21,Humber,39.222,34.379
1-Dec-21,Ashbridges Bay,,15.247
1-Dec-21,Highland Creek,12.529,15.375
1-Dec-21,Humber,13.494,33.999
2-Dec-21,Ashbridges Bay,7.066,5.051
2-Dec-21,Highland Creek,,15.375
2-Dec-21,Humber,11.427,34.179
3-Dec-21,Ashbridges Bay,,5.051
3-Dec-21,Highland Creek,,15.375
3-Dec-21,Humber,83.329,46.563
4-Dec-21,Ashbridges Bay,,5.051
4-Dec-21,Highland Creek,4.111,8.992
4-Dec-21,Humber,,46.563
5-Dec-21,Ashbridges Bay,5.747,5.588
5-Dec-21,Highland Creek,5.582,7.407
5-Dec-21,Humber,,46.563
6-Dec-21,Ashbridges Bay,,5.588
6-Dec-21,Highland Creek,,7.407
6-Dec-21,Humber,28.102,35.115
7-Dec-21,Ashbridges Bay,3.947,5.587
7-Dec-21,Highland Creek,,7.407
7-Dec-21,Humber,83.767,44.024
8-Dec-21,Ashbridges Bay,,5.587
8-Dec-21,Highland Creek,11.177,6.956
8-Dec-21,Humber,63.49,54.023
9-Dec-21,Ashbridges Bay,15.891,8.529
9-Dec-21,Highland Creek,,6.956
9-Dec-21,Humber,33.161,58.37
10-Dec-21,Ashbridges Bay,,8.529
10-Dec-21,Highland Creek,,6.956
10-Dec-21,Humber,39.156,49.535
11-Dec-21,Ashbridges Bay,,8.529
11-Dec-21,Highland Creek,9.562,8.773
11-Dec-21,Humber,,49.535
12-Dec-21,Ashbridges Bay,8.466,9.435
12-Dec-21,Highland Creek,24.272,15.003
12-Dec-21,Humber,,49.535
13-Dec-21,Ashbridges Bay,,9.435
13-Dec-21,Highland Creek,127.563,43.143
13-Dec-21,Humber,50.252,53.965
14-Dec-21,Ashbridges Bay,15.076,13.144
14-Dec-21,Highland Creek,50.361,44.587
14-Dec-21,Humber,62.979,49.808
15-Dec-21,Ashbridges Bay,15.468,13.725
15-Dec-21,Highland Creek,,52.939
15-Dec-21,Humber,59.147,48.939
16-Dec-21,Ashbridges Bay,39.86,19.718
16-Dec-21,Highland Creek,,52.939
16-Dec-21,Humber,79.037,58.114
17-Dec-21,Ashbridges Bay,,19.718
17-Dec-21,Highland Creek,,52.939
17-Dec-21,Humber,41.963,58.676
18-Dec-21,Ashbridges Bay,,19.718
18-Dec-21,Highland Creek,,67.398
18-Dec-21,Humber,,58.676
19-Dec-21,Ashbridges Bay,32.634,25.76
19-Dec-21,Highland Creek,,88.962
19-Dec-21,Humber,,58.676
20-Dec-21,Ashbridges Bay,,25.76
20-Dec-21,Highland Creek,76.932,63.646
20-Dec-21,Humber,755.966,199.818
21-Dec-21,Ashbridges Bay,59.258,36.805
21-Dec-21,Highland Creek,,76.932
21-Dec-21,Humber,249.206,237.064
22-Dec-21,Ashbridges Bay,,43.917
22-Dec-21,Highland Creek,,76.932
22-Dec-21,Humber,472.695,319.773
23-Dec-21,Ashbridges Bay,,45.946
23-Dec-21,Highland Creek,,76.932
23-Dec-21,Humber,155.082,334.983
24-Dec-21,Ashbridges Bay,,45.946
24-Dec-21,Highland Creek,,76.932
24-Dec-21,Humber,185.521,363.694
25-Dec-21,Ashbridges Bay,,45.946
25-Dec-21,Highland Creek,,76.932
25-Dec-21,Humber,,363.694
26-Dec-21,Ashbridges Bay,,59.258
26-Dec-21,Highland Creek,313.385,195.158
26-Dec-21,Humber,,363.694
27-Dec-21,Ashbridges Bay,,59.258
27-Dec-21,Highland Creek,,313.385
27-Dec-21,Humber,349.178,282.336
28-Dec-21,Ashbridges Bay,257.526,257.526
28-Dec-21,Highland Creek,,313.385
28-Dec-21,Humber,725.297,377.554
29-Dec-21,Ashbridges Bay,,257.526
29-Dec-21,Highland Creek,,313.385
29-Dec-21,Humber,757.66,434.548
30-Dec-21,Ashbridges Bay,,257.526
30-Dec-21,Highland Creek,,313.385
30-Dec-21,Humber,780.1,559.551
31-Dec-21,Ashbridges Bay,,257.526
31-Dec-21,Highland Creek,,313.385
31-Dec-21,Humber,1350.009,792.449
1-Jan-22,Ashbridges Bay,,257.526
1-Jan-22,Highland Creek,,313.385
1-Jan-22,Humber,,792.449
2-Jan-22,Ashbridges Bay,,257.526
2-Jan-22,Highland Creek,,
2-Jan-22,Humber,,792.449
3-Jan-22,Ashbridges Bay,,257.526
3-Jan-22,Highland Creek,292.173,292.173
3-Jan-22,Humber,931.585,908.93
4-Jan-22,Ashbridges Bay,139.625,139.625
4-Jan-22,Highland Creek,,292.173
4-Jan-22,Humber,380.439,839.959
5-Jan-22,Ashbridges Bay,,139.625
5-Jan-22,Highland Creek,614.943,453.558
5-Jan-22,Humber,333.372,755.101
6-Jan-22,Ashbridges Bay,192.356,165.991
6-Jan-22,Highland Creek,,453.558
6-Jan-22,Humber,616.206,722.322
7-Jan-22,Ashbridges Bay,,165.991
7-Jan-22,Highland Creek,,453.558
7-Jan-22,Humber,801.897,612.7
8-Jan-22,Ashbridges Bay,,165.991
8-Jan-22,Highland Creek,631.112,512.743
8-Jan-22,Humber,,612.7
9-Jan-22,Ashbridges Bay,155.838,162.606
9-Jan-22,Highland Creek,,512.743
9-Jan-22,Humber,,612.7
10-Jan-22,Ashbridges Bay,,162.606
10-Jan-22,Highland Creek,381.66,542.572
10-Jan-22,Humber,479.466,522.276
11-Jan-22,Ashbridges Bay,100.475,149.556
11-Jan-22,Highland Creek,,542.572
11-Jan-22,Humber,445.97,535.382
12-Jan-22,Ashbridges Bay,,149.556
12-Jan-22,Highland Creek,626.542,546.438
12-Jan-22,Humber,298.701,528.448
13-Jan-22,Ashbridges Bay,98.091,118.135
13-Jan-22,Highland Creek,,546.438
13-Jan-22,Humber,674.276,540.062
14-Jan-22,Ashbridges Bay,,118.135
14-Jan-22,Highland Creek,,546.438
14-Jan-22,Humber,520.957,483.874
15-Jan-22,Ashbridges Bay,,118.135
15-Jan-22,Highland Creek,,504.101
15-Jan-22,Humber,,483.874
16-Jan-22,Ashbridges Bay,,99.283
16-Jan-22,Highland Creek,179.015,395.739
16-Jan-22,Humber,,483.874
17-Jan-22,Ashbridges Bay,93.985,97.517
17-Jan-22,Highland Creek,182.042,329.2
17-Jan-22,Humber,377.85,463.551
18-Jan-22,Ashbridges Bay,63.799,85.292
18-Jan-22,Highland Creek,,329.2
18-Jan-22,Humber,1326.919,639.74
19-Jan-22,Ashbridges Bay,,85.292
19-Jan-22,Highland Creek,,180.529
19-Jan-22,Humber,653.402,710.681
20-Jan-22,Ashbridges Bay,61.411,73.065
20-Jan-22,Highland Creek,,180.529
20-Jan-22,Humber,200.007,615.827
21-Jan-22,Ashbridges Bay,,73.065
21-Jan-22,Highland Creek,,180.529
21-Jan-22,Humber,298.766,571.389
22-Jan-22,Ashbridges Bay,,73.065
22-Jan-22,Highland Creek,286.584,215.88
22-Jan-22,Humber,,571.389
23-Jan-22,Ashbridges Bay,111.225,82.605
23-Jan-22,Highland Creek,284.204,250.943
23-Jan-22,Humber,,571.389
24-Jan-22,Ashbridges Bay,,78.812
24-Jan-22,Highland Creek,,285.394
24-Jan-22,Humber,155.598,526.938
25-Jan-22,Ashbridges Bay,83.754,85.463
25-Jan-22,Highland Creek,,285.394
25-Jan-22,Humber,297.044,320.963
26-Jan-22,Ashbridges Bay,,85.463
26-Jan-22,Highland Creek,222.079,264.289
26-Jan-22,Humber,257.756,241.834
27-Jan-22,Ashbridges Bay,65.769,86.916
27-Jan-22,Highland Creek,,264.289
27-Jan-22,Humber,360.771,273.987
28-Jan-22,Ashbridges Bay,,86.916
28-Jan-22,Highland Creek,,264.289
28-Jan-22,Humber,497.842,313.802
29-Jan-22,Ashbridges Bay,,86.916
29-Jan-22,Highland Creek,180.625,228.969
29-Jan-22,Humber,,313.802
30-Jan-22,Ashbridges Bay,42.739,64.087
30-Jan-22,Highland Creek,,201.352
30-Jan-22,Humber,,313.802
31-Jan-22,Ashbridges Bay,,64.087
31-Jan-22,Highland Creek,164.669,189.125
31-Jan-22,Humber,193.11,321.305
1-Feb-22,Ashbridges Bay,54.92,54.476
1-Feb-22,Highland Creek,,189.125
1-Feb-22,Humber,678.431,397.582
2-Feb-22,Ashbridges Bay,,54.476
2-Feb-22,Highland Creek,67.567,137.62
2-Feb-22,Humber,141.334,374.298
3-Feb-22,Ashbridges Bay,46.041,47.9
3-Feb-22,Highland Creek,,137.62
3-Feb-22,Humber,115.545,325.252
4-Feb-22,Ashbridges Bay,,47.9
4-Feb-22,Highland Creek,,137.62
4-Feb-22,Humber,201.421,265.968
5-Feb-22,Ashbridges Bay,,47.9
5-Feb-22,Highland Creek,27.581,86.606
5-Feb-22,Humber,,265.968
6-Feb-22,Ashbridges Bay,30.696,43.886
6-Feb-22,Highland Creek,,86.606
6-Feb-22,Humber,,265.968
7-Feb-22,Ashbridges Bay,,43.886
7-Feb-22,Highland Creek,69.326,54.824
7-Feb-22,Humber,55.925,238.531
8-Feb-22,Ashbridges Bay,30.419,35.719
8-Feb-22,Highland Creek,,54.824
8-Feb-22,Humber,72.221,117.289
9-Feb-22,Ashbridges Bay,,35.719
9-Feb-22,Highland Creek,57.746,51.551
9-Feb-22,Humber,73.378,103.698
10-Feb-22,Ashbridges Bay,27.118,29.411
10-Feb-22,Highland Creek,,51.551
10-Feb-22,Humber,183.876,117.364
11-Feb-22,Ashbridges Bay,,29.411
11-Feb-22,Highland Creek,,51.551
11-Feb-22,Humber,88.913,94.863
12-Feb-22,Ashbridges Bay,,29.411
12-Feb-22,Highland Creek,25.269,50.78
12-Feb-22,Humber,,94.863
13-Feb-22,Ashbridges Bay,34.146,30.561
13-Feb-22,Highland Creek,,50.78
13-Feb-22,Humber,,94.863
14-Feb-22,Ashbridges Bay,,30.561
14-Feb-22,Highland Creek,,41.508
14-Feb-22,Humber,52.65,94.208
15-Feb-22,Ashbridges Bay,18.265,26.51
15-Feb-22,Highland Creek,,41.508
15-Feb-22,Humber,47.457,89.255
16-Feb-22,Ashbridges Bay,,26.51
16-Feb-22,Highland Creek,30.237,27.753
16-Feb-22,Humber,39.219,82.423
17-Feb-22,Ashbridges Bay,49.465,33.959
17-Feb-22,Highland Creek,,27.753
17-Feb-22,Humber,51.29,55.906
18-Feb-22,Ashbridges Bay,,33.959
18-Feb-22,Highland Creek,,27.753
18-Feb-22,Humber,116.479,61.419
19-Feb-22,Ashbridges Bay,,33.959
19-Feb-22,Highland Creek,40.995,35.616
19-Feb-22,Humber,,61.419
20-Feb-22,Ashbridges Bay,18.325,28.685
20-Feb-22,Highland Creek,,35.616
20-Feb-22,Humber,,61.419
21-Feb-22,Ashbridges Bay,,28.685
21-Feb-22,Highland Creek,23.24,31.491
21-Feb-22,Humber,72.567,65.403
22-Feb-22,Ashbridges Bay,8.335,25.375
22-Feb-22,Highland Creek,117.113,52.896
22-Feb-22,Humber,88.396,73.59
23-Feb-22,Ashbridges Bay,,25.375
23-Feb-22,Highland Creek,7.48,47.207
23-Feb-22,Humber,15.784,68.903
24-Feb-22,Ashbridges Bay,13.473,13.378
24-Feb-22,Highland Creek,,47.207
24-Feb-22,Humber,268.153,112.276
25-Feb-22,Ashbridges Bay,,13.378
25-Feb-22,Highland Creek,,47.207
25-Feb-22,Humber,102.711,109.522
26-Feb-22,Ashbridges Bay,,13.378
26-Feb-22,Highland Creek,34.99,45.706
26-Feb-22,Humber,,109.522
27-Feb-22,Ashbridges Bay,40.895,20.901
27-Feb-22,Highland Creek,,45.706
27-Feb-22,Humber,,109.522
28-Feb-22,Ashbridges Bay,,20.901
28-Feb-22,Highland Creek,,53.195
28-Feb-22,Humber,69.017,108.812
1-Mar-22,Ashbridges Bay,33.92,29.429
1-Mar-22,Highland Creek,37.397,26.622
1-Mar-22,Humber,37.553,98.644
2-Mar-22,Ashbridges Bay,,29.429
2-Mar-22,Highland Creek,11.965,28.117
2-Mar-22,Humber,73.996,110.286
3-Mar-22,Ashbridges Bay,11.249,28.688
3-Mar-22,Highland Creek,,28.117
3-Mar-22,Humber,194.854,95.626
4-Mar-22,Ashbridges Bay,,28.688
4-Mar-22,Highland Creek,,28.117
4-Mar-22,Humber,41.35,83.354
5-Mar-22,Ashbridges Bay,,28.688
5-Mar-22,Highland Creek,67.083,38.815
5-Mar-22,Humber,,83.354
6-Mar-22,Ashbridges Bay,31.207,25.458
6-Mar-22,Highland Creek,,38.815
6-Mar-22,Humber,,83.354
7-Mar-22,Ashbridges Bay,,25.458
7-Mar-22,Highland Creek,8.112,31.139
7-Mar-22,Humber,50.341,79.619
8-Mar-22,Ashbridges Bay,21.422,21.292
8-Mar-22,Highland Creek,31.523,29.671
8-Mar-22,Humber,445.483,161.205
9-Mar-22,Ashbridges Bay,,21.292
9-Mar-22,Highland Creek,,35.573
9-Mar-22,Humber,130.554,172.517
10-Mar-22,Ashbridges Bay,33.436,28.688
10-Mar-22,Highland Creek,,35.573
10-Mar-22,Humber,122.705,158.087
11-Mar-22,Ashbridges Bay,,28.688
11-Mar-22,Highland Creek,,35.573
11-Mar-22,Humber,80.633,165.943
12-Mar-22,Ashbridges Bay,,28.688
12-Mar-22,Highland Creek,63.821,34.485
12-Mar-22,Humber,,165.943
13-Mar-22,Ashbridges Bay,25.749,26.869
13-Mar-22,Highland Creek,20.275,30.933
13-Mar-22,Humber,,165.943
